draw,chain,player_id,serve_period,region,mu_x,mu_y,tau_x,tau_y,rho,alpha,court,strategy
808,4,4,2,2,5.2278193,1.0912312,0.96077231,0.55653374,-0.1437506,3.7038132,Deuce,T
809,4,4,2,2,5.4662822,0.88596684,0.96919194,0.52269769,0.014965586,3.4826979,Deuce,T
810,4,4,2,2,5.2902315,0.81741886,0.91382236,0.59181977,-0.046098103,3.3718014,Deuce,T
811,4,4,2,2,5.5666115,1.0016881,1.0110333,0.48422367,0.25588408,3.7382254,Deuce,T
812,4,4,2,2,5.4287674,1.0016115,1.1327261,0.54688098,0.21715233,3.7010613,Deuce,T
813,4,4,2,2,5.3093352,0.76753428,0.95963596,0.64685484,0.26734416,3.1932182,Deuce,T
814,4,4,2,2,5.1979472,0.79342818,0.87857167,0.43349913,0.22072996,3.6740956,Deuce,T
815,4,4,2,2,5.0245523,1.1316203,1.1018753,0.51259777,-0.0096046225,3.3127786,Deuce,T
816,4,4,2,2,4.7554813,0.70377075,1.3080565,0.59411259,0.17056957,3.7492645000000002,Deuce,T
817,4,4,2,2,5.7757927,0.97129042,1.168954,0.59607193,-0.11864423,3.3137179,Deuce,T
818,4,4,2,2,6.1677362,1.0678396000000001,0.88566656,0.50607231,-0.01932096,4.222484,Deuce,T
819,4,4,2,2,4.9852642,0.88870665,1.1235197,0.45516483,-0.070458429,3.7615587,Deuce,T
820,4,4,2,2,5.3560685,1.0130081,1.153282,0.46811153,-0.13417428,3.8079557,Deuce,T
821,4,4,2,2,5.2335185,0.42362799,1.170992,0.61350861,0.030074088,4.2145811,Deuce,T
822,4,4,2,2,5.5872068,0.86874499,1.1741669,0.54300976,0.51254064,3.8941719,Deuce,T
823,4,4,2,2,5.6972463,0.68756097,1.1130726,0.63136719,-0.40862865,2.639248,Deuce,T
824,4,4,2,2,5.706698,0.88351144,1.4222478,0.55910698,0.057402841,3.8214755,Deuce,T
825,4,4,2,2,5.4202087,1.5305808,0.85676409,0.50340219,0.10593294,3.7372875,Deuce,T
826,4,4,2,2,5.0376098,1.0173778,1.2569107,0.65620036,0.42665858,4.0914119,Deuce,T
827,4,4,2,2,6.0518573,0.96574719,1.056578,0.62270131,-0.066448841,3.8923961,Deuce,T
828,4,4,2,2,5.1959964,1.0435921,0.96472594,0.56357537,0.064981314,3.9729471,Deuce,T
829,4,4,2,2,4.9725065,0.69286142,1.2063002,0.58746763,0.073117988,3.5591509,Deuce,T
830,4,4,2,2,5.7249169,0.7393461,1.0138872,0.52597344,0.13427561,3.760406,Deuce,T
831,4,4,2,2,5.5319194,0.87510657,1.1534063,0.57802476,-0.18774272,3.8793813,Deuce,T
832,4,4,2,2,5.5759869,0.70858436,0.78920693,0.54976742,-0.047745375,3.6725289,Deuce,T
833,4,4,2,2,5.3496389,0.87811773,1.0852652,0.61345893,0.65998434,3.5847092,Deuce,T
834,4,4,2,2,5.4121699,0.90250783,1.5649025,0.49097086,0.20283974,3.6235723,Deuce,T
835,4,4,2,2,5.2200106,1.5083374,1.2301111,0.55205239,-0.081331022,3.8638076,Deuce,T
836,4,4,2,2,5.7915578,0.79579481,1.1019416,0.64015115,0.019703908,3.7779985,Deuce,T
837,4,4,2,2,4.8283836,0.99919192,1.0654542,0.56358679,0.1467987,3.8642887,Deuce,T
838,4,4,2,2,5.6216925,0.73723923,1.1360471,0.6285976,0.21435668,3.8837735,Deuce,T
839,4,4,2,2,5.5469681,1.2977652,1.1562446,0.55758757,0.49672776,4.0690366,Deuce,T
840,4,4,2,2,6.0523891,0.65652367,1.1374929,0.66219506,0.24514259,3.8263412,Deuce,T
841,4,4,2,2,6.1353064,0.64363874,1.2649895,0.58244809,0.014737633,3.2564642,Deuce,T
842,4,4,2,2,5.8620028,0.8901703,1.1820774,0.55088564,-0.027488142,3.135129,Deuce,T
843,4,4,2,2,5.0892686,0.52286002,1.0172448,0.5829693,-0.35452321999999997,3.0331573,Deuce,T
844,4,4,2,2,5.4545775,0.47889059,0.92395717,0.53234345,0.14232383,3.5320174,Deuce,T
845,4,4,2,2,5.739832,0.9163873,0.90140208,0.47324543,0.62137187,4.2354608,Deuce,T
846,4,4,2,2,5.446213,0.9094979,0.99847104,0.61318065,0.12303731,3.5949167,Deuce,T
847,4,4,2,2,5.532553,1.028318,1.371026,0.5508483,0.2502399,4.2259403,Deuce,T
848,4,4,2,2,5.7324024,1.1725051,0.94175232,0.53724048,-0.034440152,3.0662375,Deuce,T
849,4,4,2,2,5.8754021,0.70380502,1.1361759,0.53496754,-0.16982265,3.416006,Deuce,T
850,4,4,2,2,5.4338122,1.0549356,1.0326969,0.59199523,0.40163794,3.6576123,Deuce,T
851,4,4,2,2,5.0898501,0.34848689,1.0434734,0.50976747,0.085944129,3.0811646,Deuce,T
852,4,4,2,2,5.6369732,0.74491595,1.0798119,0.58462336,-0.1768155,3.794082,Deuce,T
853,4,4,2,2,5.8774596,0.75516928,1.0093396,0.53746256,0.00594508,3.9438719,Deuce,T
854,4,4,2,2,4.4295396,1.3262176,1.1626982,0.50915572,0.057858642,3.358482,Deuce,T
855,4,4,2,2,6.2702071,0.43486329,1.0671486,0.77477766,-0.52970267,4.1411834,Deuce,T
856,4,4,2,2,5.1481759,0.73325086,1.1261177,0.61919255,0.338445,3.3375524,Deuce,T
857,4,4,2,2,5.2470991,0.76089569,0.99777195,0.52883054,0.03851435,3.5485706,Deuce,T
858,4,4,2,2,5.3378086,0.48701105,0.93149316,0.61616323,0.038024943,3.5588593,Deuce,T
859,4,4,2,2,5.2973504,0.7977409,1.098383,0.55636783,-0.14930257,3.5933342,Deuce,T
860,4,4,2,2,5.6583313,0.87769391,1.1892666,0.54549256,0.3921933,3.6518832,Deuce,T
861,4,4,2,2,5.3719879,1.2006791,1.3653253,0.63165713,0.11519463,2.5939728,Deuce,T
862,4,4,2,2,6.236551,1.0830058,1.0051218,0.59140869,0.030567996,3.8598701,Deuce,T
863,4,4,2,2,5.8824764,0.60611968,0.90914907,0.5997501,-0.010204576,3.6455281,Deuce,T
864,4,4,2,2,5.4605461,0.71438404,1.0407149,0.61990957,0.15039025,3.2515881,Deuce,T
865,4,4,2,2,5.6410746,0.81586806,1.2046429,0.56500785,0.050783091,3.6220929,Deuce,T
866,4,4,2,2,5.4939672,0.63747166,0.88168393,0.58291705,0.48666683,3.2209441,Deuce,T
867,4,4,2,2,5.1195497,0.79846619,0.87009473,0.48642029,-0.22222064,3.5103429,Deuce,T
868,4,4,2,2,5.231882,1.0259509,0.91709064,0.57310375,0.69982087,3.9936013,Deuce,T
869,4,4,2,2,5.9383578,1.0792409,0.98620052,0.60511718,0.085078028,3.2740542,Deuce,T
870,4,4,2,2,5.4861704,0.90761311,1.0297047,0.55688775,0.071761786,3.9012625,Deuce,T
871,4,4,2,2,6.0949137,0.99900733,1.2673965,0.78012476,0.59528073,3.6331279,Deuce,T
872,4,4,2,2,5.5771853,0.75373012,0.80984333,0.53926518,0.24444472,4.0198402,Deuce,T
873,4,4,2,2,6.0960901,0.7933941,0.90850187,0.61259579,-0.099008439,3.6493202,Deuce,T
874,4,4,2,2,5.565974,0.98504049,0.96628768,0.66318359,0.56597813,2.7826824,Deuce,T
875,4,4,2,2,5.1920972,0.62390458,0.97510114,0.47493785,0.13612297,3.931729,Deuce,T
876,4,4,2,2,5.5427143,1.0232831,1.2347421,0.57055502,0.18473375,3.5470532,Deuce,T
877,4,4,2,2,5.4366949,1.0316538,0.96201495,0.52026255,0.0054628374,3.9148436,Deuce,T
878,4,4,2,2,6.2312197,0.87286606,1.2100578,0.66194034,0.050714613,3.834733,Deuce,T
879,4,4,2,2,5.9730301,0.8651322,1.0554725,0.47192488,0.15466971,3.5477615,Deuce,T
880,4,4,2,2,5.2841709,0.9253382,1.2002644,0.6267873,0.33147669,3.0718791,Deuce,T
881,4,4,2,2,6.1328928,0.75898213,1.1637261,0.51589923,0.1297625,3.3876966,Deuce,T
882,4,4,2,2,5.5563298,0.79311135,1.2003277,0.51387294,0.082729061,3.6581108,Deuce,T
883,4,4,2,2,5.1970713,0.71537354,0.9273062,0.49425609,0.063972256,3.2719237,Deuce,T
884,4,4,2,2,5.594044,0.96553732,0.92511618,0.51922798,0.41047107,4.0554474,Deuce,T
885,4,4,2,2,5.6475195,0.51700456,0.98154786,0.58890911,0.14784293,3.2524329,Deuce,T
886,4,4,2,2,5.5343865,0.8731517,1.0735083,0.6294474,0.78928092,3.4658192,Deuce,T
887,4,4,2,2,4.6666203,1.0766433,1.0122983,0.46332363,0.19814356,3.2964101,Deuce,T
888,4,4,2,2,5.8065558,0.66461985,1.0751579,0.60761502,0.33836422,3.9593797,Deuce,T
889,4,4,2,2,5.8646807,0.50216875,1.2670268,0.61406102,-0.12879156,3.5934377,Deuce,T
890,4,4,2,2,5.345289,0.76876448,0.91590684,0.46552121,-0.089385117,3.516488,Deuce,T
891,4,4,2,2,5.2492793,0.98885692,1.0437565,0.54150034,0.5493645,3.7894569,Deuce,T
892,4,4,2,2,5.2072664,0.92826407,0.96936095,0.54770132,-0.0053229062,3.820371,Deuce,T
893,4,4,2,2,5.4301225,0.85396468,1.0576989,0.63460768,0.22179843,3.8499315,Deuce,T
894,4,4,2,2,5.6939336,0.99293533,1.1106191,0.58454836,-0.0077379525,3.7050295,Deuce,T
895,4,4,2,2,5.0713048,0.98122719,0.83415659,0.49887659,0.21159695,3.4239672,Deuce,T
896,4,4,2,2,5.9713875,0.83134207,1.2315391,0.55415384,-0.018479687,3.9580625,Deuce,T
897,4,4,2,2,5.5086683,0.56374818,1.0104005,0.65246749,0.55069023,3.2905438,Deuce,T
898,4,4,2,2,5.3665391,0.8313296,1.1792532,0.68971691,0.12184712,3.4422329,Deuce,T
899,4,4,2,2,5.6937494,0.56023741,1.2513135,0.61164006,0.13832233,4.2371893,Deuce,T
900,4,4,2,2,5.9107733,0.70606987,1.0292155,0.4645106,0.037192725,3.3824409,Deuce,T
901,4,4,2,2,5.6189087,0.86147636,1.0051445,0.533343,0.2822279,3.5201246,Deuce,T
902,4,4,2,2,5.4633689,0.86797946,1.0906712,0.47696734,0.21078845,4.1572402,Deuce,T
903,4,4,2,2,5.8691515,0.83826314,1.0077827,0.60279636,0.1065389,3.4723532,Deuce,T
904,4,4,2,2,5.6216768,0.78724264,1.1897465,0.57810736,0.14143882,3.8199076,Deuce,T
905,4,4,2,2,5.4201369,1.1403623,0.88306406,0.56914256,0.32496605,3.2899175,Deuce,T
906,4,4,2,2,5.8096563,0.97065393,0.98893223,0.46122828,-0.32139392,4.2184701,Deuce,T
907,4,4,2,2,5.3666999,0.78691116,1.0166245,0.55997527,0.34030131,3.2938631,Deuce,T
908,4,4,2,2,5.0204556,1.0873275,0.90063918,0.46892868,0.1747863,3.5857764,Deuce,T
909,4,4,2,2,5.4218083,0.88678829,1.0774561,0.62727806,0.0094672247,3.4428684,Deuce,T
910,4,4,2,2,5.0691032,0.6152993,0.91831325,0.59286171,-0.11738136,3.7424516,Deuce,T
911,4,4,2,2,6.0843952,0.53207136,1.2046913,0.59134664,0.098510433,3.6818609,Deuce,T
912,4,4,2,2,5.7786401,0.92210632,1.2490136,0.64164282,0.16352045,2.8080373,Deuce,T
913,4,4,2,2,5.2278431,0.28189789,1.19182,0.62126965,0.21187476,3.561249,Deuce,T
914,4,4,2,2,5.7291086,0.86304612,1.0369981,0.66766942,0.36336257,3.2632014,Deuce,T
915,4,4,2,2,5.2844618,0.86684493,1.076511,0.55721522,0.2426388,3.2952302,Deuce,T
916,4,4,2,2,5.9384166,0.8429873,1.0601876,0.59387767,-0.17768069,3.8132788,Deuce,T
917,4,4,2,2,5.2656975,1.0267635,1.2019148,0.53893276,0.27193549,3.7478789,Deuce,T
918,4,4,2,2,5.3144503,1.0336741,1.0200922,0.54772216,0.16867129,3.1665957,Deuce,T
919,4,4,2,2,5.4521174,1.0670527,0.78245368,0.63398505,-0.024726135,3.8423697,Deuce,T
920,4,4,2,2,5.6117366,0.89531074,1.020142,0.54441337,0.23559936,3.3418003,Deuce,T
921,4,4,2,2,6.0271489,1.003409,0.98811629,0.60420038,-0.073951375,3.7825879,Deuce,T
922,4,4,2,2,5.9047023,0.82981589,1.0169465,0.59242904,-0.23723357,3.7005366,Deuce,T
923,4,4,2,2,5.4071156,1.2103824,1.095288,0.55257999,0.0023833523,3.953696,Deuce,T
924,4,4,2,2,5.0293802,0.92243012,1.0196566,0.65848271,0.19861635,3.7044119,Deuce,T
925,4,4,2,2,5.6549419,0.94708942,1.1516729,0.49348085,0.38880503,3.8229414,Deuce,T
926,4,4,2,2,5.1491502,0.67555625,1.2283289,0.55985363,0.35283661,4.248851,Deuce,T
927,4,4,2,2,4.8736268,0.58219691,0.91318014,0.69290606,-0.13717615,3.7734808,Deuce,T
928,4,4,2,2,5.9991322,1.243127,1.2112245,0.51955209,0.21814357,3.9886113,Deuce,T
929,4,4,2,2,5.4073137,0.82485961,1.105193,0.69460982,0.51358133,4.2557243,Deuce,T
930,4,4,2,2,5.2401667,0.77162472,0.9775214,0.59943462,-0.21772033,2.7383556,Deuce,T
931,4,4,2,2,5.681433,0.98733615,1.1219828,0.53388743,0.12113416,3.6366721,Deuce,T
932,4,4,2,2,6.0658721,0.75562482,1.2963646,0.6199738,-0.3159803,3.6570833,Deuce,T
933,4,4,2,2,5.4905701,0.89302626,1.0053031,0.65135734,0.72115771,3.7924426,Deuce,T
934,4,4,2,2,5.0986534,0.81433344,1.0262894,0.57539579,0.18100694,3.8939888,Deuce,T
935,4,4,2,2,5.3628328,0.7453733,1.0123779,0.51086696,0.30565494,3.8805801,Deuce,T
936,4,4,2,2,5.5672989,0.58785262,0.94672596,0.54721326,0.27894122,3.3686785,Deuce,T
937,4,4,2,2,5.6547789,0.44767702,0.98263651,0.66838204,0.16613049,3.3802966,Deuce,T
938,4,4,2,2,4.8001421,0.24687277999999999,0.84400106,0.55673612,0.34917114,3.7463198,Deuce,T
939,4,4,2,2,5.6885265,1.1107259,0.9571197,0.54063227,0.14313533,3.8769192,Deuce,T
940,4,4,2,2,5.3736658,0.74090757,0.95399305,0.51274969,-0.019817252,3.9958363,Deuce,T
941,4,4,2,2,5.8522143,0.93718966,1.000964,0.58475351,-0.26711871,3.3830435,Deuce,T
942,4,4,2,2,5.6183533,0.76446141,1.1224804,0.4697694,-0.090940209,3.9902827,Deuce,T
943,4,4,2,2,5.6709133,1.2221556,1.0086583,0.54962532,0.62860233,4.0290636,Deuce,T
944,4,4,2,2,5.410789,0.48160871,0.95103956,0.68448711,-0.081968633,3.9169477,Deuce,T
945,4,4,2,2,5.347181,0.85737895,1.0439167,0.51879455,0.31082718,4.2566956,Deuce,T
946,4,4,2,2,5.2805636,0.74415994,0.93669174,0.62686325,0.58741627,3.1565412,Deuce,T
947,4,4,2,2,5.7961789,0.93338611,1.1288763,0.49584904,0.44746396,4.0667536,Deuce,T
948,4,4,2,2,4.9628454,0.72593489,1.1160557,0.62451059,0.54279743,4.1598473,Deuce,T
949,4,4,2,2,5.4667422,0.93795508,1.0380303,0.53215735,0.41276066,4.0086377,Deuce,T
950,4,4,2,2,5.5235502,0.73583925,1.2915728,0.56367244,0.13168713,3.3850971,Deuce,T
951,4,4,2,2,5.3146421,0.94808298,1.2530351,0.59727007,0.26758363,3.8437637,Deuce,T
952,4,4,2,2,5.3750637,1.22105,0.97474598,0.56954509,0.31812838,2.8529562,Deuce,T
953,4,4,2,2,4.9842343,0.77331084,1.1203002,0.61298772,0.2956103,2.7201243,Deuce,T
954,4,4,2,2,5.2371993,1.0966216,1.0288564,0.54282629,0.15043194,3.8968278,Deuce,T
955,4,4,2,2,5.2857365,0.57183889,0.79322274,0.54118666,0.43155705,4.0664796,Deuce,T
956,4,4,2,2,5.1330292,0.69357724,1.0692872,0.68048522,0.32782178,2.7237343,Deuce,T
957,4,4,2,2,5.7841004,0.91752616,1.0522402,0.52819184,0.1684075,3.3893595,Deuce,T
958,4,4,2,2,4.7575981,0.89528089,1.1417471,0.56262867,0.013787378,3.7338146,Deuce,T
959,4,4,2,2,5.1449376000000004,0.81777901,1.4430397,0.57829108,-0.16618875,3.4994698,Deuce,T
960,4,4,2,2,5.8311786,0.80650552,0.99716278,0.57100744,0.10610569,3.3799834,Deuce,T
961,4,4,2,2,6.2906256,1.2421034,1.0007967,0.46343287,0.16742683,4.0268773,Deuce,T
962,4,4,2,2,5.2083774,0.99461079,0.80644681,0.6383161,0.01936673,3.5404335,Deuce,T
963,4,4,2,2,5.7983566,1.1093436,0.94802485,0.53179344,-0.28903983,4.0341119,Deuce,T
964,4,4,2,2,5.7529574,0.40201927,1.4179159,0.56507196,0.076413806,3.7358107,Deuce,T
965,4,4,2,2,6.4281687,0.76261525,1.0986253,0.5294531,-0.2219717,3.9381631,Deuce,T
966,4,4,2,2,5.4664525,0.96082759,1.0815468,0.55049283,-0.23572101,3.693107,Deuce,T
967,4,4,2,2,5.1116005,1.088865,1.0354258,0.60675797,-0.035779081,3.098482,Deuce,T
968,4,4,2,2,5.4778229,0.92050767,1.250788,0.53973596,-0.37346887,3.8083071,Deuce,T
969,4,4,2,2,5.8452707,1.0873685,1.2773408,0.56803797,0.20884602,4.1807202,Deuce,T
970,4,4,2,2,5.327716,0.61351793,1.2000212,0.65503435,0.14753377,4.0117858,Deuce,T
971,4,4,2,2,6.4382937,0.7303342,1.2001586,0.58940712,-0.0014427013,3.5727594,Deuce,T
972,4,4,2,2,5.4284726,1.2208867,0.96293748,0.46720225,0.1695324,4.151634,Deuce,T
973,4,4,2,2,5.7096411,0.91201725,0.96796863,0.66078118,0.25915948,3.4046159,Deuce,T
974,4,4,2,2,6.1587794,0.51847744,1.2146589,0.60955574,-0.024171918,4.1546074,Deuce,T
975,4,4,2,2,4.7563272,1.1196368,0.98821135,0.56601334,0.11403739,3.4183263,Deuce,T
976,4,4,2,2,4.7984124,0.52971724,0.99002399,0.51123994,0.25952475,3.3359772,Deuce,T
977,4,4,2,2,5.5222805,1.3101645,1.3380778,0.49910375,0.36742502,3.7543092,Deuce,T
978,4,4,2,2,5.3804931,1.231543,1.2104348,0.56437871,0.0079123375,4.2215206,Deuce,T
979,4,4,2,2,5.1866834,0.8729861,0.96456865,0.61224751,0.041757562,2.5127004,Deuce,T
980,4,4,2,2,6.0557165,0.9899132,1.0561962,0.61056119,0.075548201,3.5301991,Deuce,T
981,4,4,2,2,5.9742092,0.51808247,1.165781,0.61731573,0.11411863,3.0151785,Deuce,T
982,4,4,2,2,5.8372987,0.9695088,0.97291124,0.55890012,-0.1315678,3.5987111,Deuce,T
983,4,4,2,2,6.3479954,0.82959154,1.1253726,0.56534706,-0.06562324,3.6465573,Deuce,T
984,4,4,2,2,5.4936285,0.56719643,0.98827611,0.56891426,0.085491473,3.8626186,Deuce,T
985,4,4,2,2,5.3734102,0.78334143,0.98929118,0.54937521,-0.06846213,3.7805036,Deuce,T
986,4,4,2,2,4.8926402,0.88499976,1.0348195,0.48259078,0.23976323,4.0335446,Deuce,T
987,4,4,2,2,5.6322775,1.3602186,0.72148417,0.55276588,-0.16027764,3.8424154,Deuce,T
988,4,4,2,2,5.2094653,0.66635243,1.0111794,0.51586716,-0.046253893,3.657558,Deuce,T
989,4,4,2,2,5.4328086,0.72840542,1.210435,0.54477797,-0.012728355,3.8800605,Deuce,T
990,4,4,2,2,5.6017206,0.87077395,1.0337007,0.63114708,0.20488851,3.8485017,Deuce,T
991,4,4,2,2,5.5959828,1.0521546,0.85711265,0.52532241,0.18868388,3.2547101,Deuce,T
992,4,4,2,2,5.4931396,0.84968632,1.1768635,0.53981189,0.11401762,3.3084517,Deuce,T
993,4,4,2,2,4.8896655000000004,1.0349803,1.0119638,0.63572813,0.10481495,2.6842795,Deuce,T
994,4,4,2,2,5.030805,0.61955317,0.92662057,0.58892004,0.17924342,3.2601185,Deuce,T
995,4,4,2,2,5.3200471,1.1846031,0.95343002,0.55875162,-0.0013887086,4.206975,Deuce,T
996,4,4,2,2,5.2861756,1.0036014,1.0343753,0.53569938,0.10016313,3.6867293,Deuce,T
997,4,4,2,2,5.4162527,0.90407768,1.0475942,0.50832325,0.5447899,3.6400269,Deuce,T
998,4,4,2,2,5.9778059,0.67151897,1.0811572,0.58745541,-0.34683379,3.4012862,Deuce,T
999,4,4,2,2,5.1553127,0.91253582,1.0945848,0.50647316,-0.36864467,3.9885096,Deuce,T
1000,4,4,2,2,5.620614,1.0438912,1.0048963,0.52239131,0.38565041,3.2374672,Deuce,T
1,1,4,2,3,6.7870132,-0.038550177,1.1655259,0.52025689,-0.17369055,2.6543503,Ad,T
2,1,4,2,3,6.1647034,-0.43830541,1.0109603,0.57184696,-0.15447029,3.4032619,Ad,T
3,1,4,2,3,5.6791558,-0.082962869,1.1092124,0.67440019,-0.27928985,3.7530558,Ad,T
4,1,4,2,3,5.7736227,0.066103007,0.96331206,0.65427415,-0.52804815,3.998572,Ad,T
5,1,4,2,3,6.033043,-0.54184495,1.0951023,0.44435478,-0.2844774,3.4160598,Ad,T
6,1,4,2,3,6.0333816,-0.36912469,1.2563895,0.40867717,-0.31372118,3.9164874,Ad,T
7,1,4,2,3,5.5655726,-0.15621124,1.0821951,0.49683138,-0.24262164,3.5957619,Ad,T
8,1,4,2,3,5.6314009,-0.29022683,0.9207353,0.47898889,-0.24795286,4.157978,Ad,T
9,1,4,2,3,5.7813784,-0.046790075,0.98610039,0.43136378,-0.4456667,3.4964986,Ad,T
10,1,4,2,3,6.1318112,-0.24870629,0.89946297,0.46310154,-0.39415658,3.5586053,Ad,T
11,1,4,2,3,5.5753946,-0.25410931,1.0231948,0.50505111,0.064233411,4.0125532,Ad,T
12,1,4,2,3,6.7498656,-0.019447287,1.0181667,0.48700258,-0.55030559,3.0523776,Ad,T
13,1,4,2,3,5.3145958,-0.62127946,0.97534619,0.61281325,-0.041469367,3.8746492,Ad,T
14,1,4,2,3,6.0003406,-0.20121845,1.1088644,0.52342541,-0.51664485,4.2676138,Ad,T
15,1,4,2,3,5.8722698,-0.3776284,1.0996597,0.59529152,0.4094558,3.4591663,Ad,T
16,1,4,2,3,5.9975834,-0.31637844,1.2118863,0.5825191,-0.62145827,4.0246187,Ad,T
17,1,4,2,3,5.7980098,-0.1129416,1.0249292,0.49550487,-0.32170515,4.2700464,Ad,T
18,1,4,2,3,6.0971588,-0.33658008,1.0388428,0.62187122,-0.075649661000000007,3.8198868,Ad,T
19,1,4,2,3,5.4576151,-0.13507195,1.2037649,0.9187691,-0.65420501,3.5601513,Ad,T
20,1,4,2,3,5.528048,-0.36365619,1.177927,0.59766748,-0.31151955,3.5527552,Ad,T
21,1,4,2,3,6.2288997,-0.32599536,1.2409389,0.51496503,-0.3109587,3.9412955,Ad,T
22,1,4,2,3,6.611691,-0.56212098,1.3013956,0.56870101,-0.58456988,4.0703062,Ad,T
23,1,4,2,3,5.9282987,-0.13712478,1.0717672,0.70283254,-0.36766902,3.6427905,Ad,T
24,1,4,2,3,4.6942201,-0.067436913,1.0180635,0.4846361,-0.28877979,3.5401785,Ad,T
25,1,4,2,3,5.9533612,-0.6427456,0.94768898,0.57239482,-0.44078335,4.1241821,Ad,T
26,1,4,2,3,5.9259253,-0.31431999,1.0134753,0.52785355,-0.30648602,4.0419392,Ad,T
27,1,4,2,3,5.5603021,-0.26327533,0.93169703,0.48914933,-0.10223954,3.7740335,Ad,T
28,1,4,2,3,5.9646556,0.020684503,0.82167113,0.58962962,-0.14002527,4.3555303,Ad,T
29,1,4,2,3,6.5752837,-0.35719769,1.0598266,0.60175541,-0.46548798,2.9129399,Ad,T
30,1,4,2,3,5.7934464,-0.4079577,1.2761326,0.51126709,-0.30221437,3.2444593,Ad,T
31,1,4,2,3,6.5334178,-0.21999718,1.0788703,0.68101199,-0.48367619,3.533934,Ad,T
32,1,4,2,3,5.852494,-0.13307419,0.96059692,0.54525358,-0.3096931,3.9785046,Ad,T
33,1,4,2,3,5.7640476,-0.10152734,1.1332548,0.51385967,-0.12416119,3.9902034,Ad,T
34,1,4,2,3,5.9998736,-0.51954701,0.81750233,0.54189193,-0.47225342,3.6139072,Ad,T
35,1,4,2,3,6.8582217,-0.5531303,1.3982452,0.56117421,-0.11544558,3.8339949,Ad,T
36,1,4,2,3,6.2812953,-0.28745465,1.113723,0.58362711,-0.31098426,4.0474518,Ad,T
37,1,4,2,3,5.0616407,0.031854565,1.1765197,0.54407595,-0.38821679,3.3915429,Ad,T
38,1,4,2,3,6.1382507,-0.23461079,1.0524501,0.6017991,-0.52153612,4.0108304,Ad,T
39,1,4,2,3,6.2831263999999996,-0.27259565,1.0337089,0.40111694,-0.42355229,2.3097757,Ad,T
40,1,4,2,3,5.4026526,-0.2272305,0.85249044,0.48456363,-0.52156986,3.7550538,Ad,T
41,1,4,2,3,5.5927785,-0.073605563,0.81258148,0.59890334,-0.27707963,3.2651053,Ad,T
42,1,4,2,3,6.6795765,-0.30211854,1.0824423,0.43169084,-0.34288635,3.4810221,Ad,T
43,1,4,2,3,5.1227502,0.40625806,1.3008568,0.61547335,-0.48174636,3.6595123,Ad,T
44,1,4,2,3,6.5326465,-0.40090575,0.97051462,0.49928011,0.18952339,3.3071931,Ad,T
45,1,4,2,3,5.7362264,-0.037630387,1.1020562,0.71952377,-0.57319708,3.7734483,Ad,T
46,1,4,2,3,5.42693,-0.059741973,0.84984765,0.54045338,-0.075441253,2.8548103,Ad,T
47,1,4,2,3,5.6783531,-0.04073028,0.98312765,0.59679014,-0.4686025,3.9432099,Ad,T
48,1,4,2,3,6.334842,-0.55241038,1.0755281,0.53326922,-0.6277051,3.7532586,Ad,T
49,1,4,2,3,6.0890893,-0.36609179,1.2966647,0.59966265,-0.57499413,4.4706704,Ad,T
50,1,4,2,3,6.6809194,-0.17801216,1.1925166,0.55063859,-0.36395101,4.2310299,Ad,T
51,1,4,2,3,5.8296985,-0.38611969,1.0544028,0.47711854,-0.3029614,2.6776546,Ad,T
52,1,4,2,3,6.4285997,-0.76469903,1.1277352,0.66059278,0.19479612,4.5862581,Ad,T
53,1,4,2,3,5.6532298,0.049259079,1.1428657,0.49879806,-0.43189791,2.6883513,Ad,T
54,1,4,2,3,5.5414188,-0.50093648,1.1460224,0.60073737,0.3349587,3.9573112,Ad,T
55,1,4,2,3,5.5656419,0.12312317,1.0473802,0.57138187,-0.28445308,3.2175178,Ad,T
56,1,4,2,3,6.4770489,-0.5207063,1.0083159,0.62050819,-0.091635753,4.1390462,Ad,T
57,1,4,2,3,6.3991071,0.044120056,1.0342436,0.72416935,-0.48859719,4.3047137,Ad,T
58,1,4,2,3,5.6305201,-0.43476448,0.96126083,0.49337844,-0.30555115,2.210656,Ad,T
59,1,4,2,3,6.1533066,-0.25820089,1.0454653,0.53233173,-0.74800227,3.9013528,Ad,T
60,1,4,2,3,6.3345918,-0.18088566,1.1943135,0.61274102,-0.32351579,3.5317418,Ad,T
61,1,4,2,3,6.1660439,-0.097480652,0.9720514,0.55459576,-0.18314714000000001,3.6555526,Ad,T
62,1,4,2,3,5.6308882,-0.24185625,0.91424706,0.43011832,-0.023388069,3.7050954,Ad,T
63,1,4,2,3,5.8051018,-0.26754974,1.2046014,0.54862644,-0.54299029,4.6193998,Ad,T
64,1,4,2,3,5.5939954,-0.59337154,0.88676182,0.52981461,-0.5510399,4.0127577,Ad,T
65,1,4,2,3,6.525611,-0.52281657,0.89706039,0.51449228,-0.55511747,3.6338614,Ad,T
66,1,4,2,3,5.9760696,-0.46301782,0.93312783,0.60295714,-0.37625935,3.1308798,Ad,T
67,1,4,2,3,5.7224875,-0.5567107,1.0799976,0.7600654,-0.49902184,2.7411148,Ad,T
68,1,4,2,3,5.8191282,-0.20554441,1.0123567,0.52449389,-0.3634368,3.4971125,Ad,T
